County,State,Mask Mandate,Case per 100k,Case Change,Death Change,Positivity Rate
Dyer County  TN,Tennessee,No,40,-0.21,-1,0.057,Restaurants status: Dine-in allowed with restrictions
Franklin County  ID,Idaho,No,108,-0.57,-1,0.121,Restaurants status: Dine-in allowed with restrictions
Jefferson County  AR,Arkansas,No,22,-0.35,-1,0.011,Restaurants status: Dine-in allowed with restrictions
Vinton County  OH,Ohio,Yes,107,1.8,-1,0,Restaurants status: Dine-in allowed with restrictions
Lake County  MT,Montana,No,46,0.27,-1,0.037,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Union County  AR,Arkansas,No,36,-0.53,-0.67,0.075,Restaurants status: Dine-in allowed with restrictions
Bailey County  TX,Texas,No,200,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Lamar County  TX,Texas,No,28,0,-1,0.067,Restaurants status: Dine-in allowed without restrictions
Moultrie County  IL,Illinois,Yes,97,0.27,-1,0.078,Restaurants status: Dine-in allowed with restrictions
Pointe Coupee Parish  LA,Louisiana,Yes,64,-0.66,-1,0.027,Restaurants status: Dine-in allowed with restrictions
Garfield County  OK,Oklahoma,No,23,-0.42,6.4,0.053,Restaurants status: Dine-in allowed without restrictions
Llano County  TX,Texas,No,64,0.27,-1,0.043,Restaurants status: Dine-in allowed without restrictions
Jackson County  IA,Iowa,No,72,0,-1,0.077,Restaurants status: Dine-in allowed with restrictions
Fillmore County  MN,Minnesota,Yes,66,-0.48,-1,0.041,Restaurants status: Dine-in allowed with restrictions
Grimes County  TX,Texas,No,48,-0.7,-1,0.02,Restaurants status: Dine-in allowed without restrictions
Screven County  GA,Georgia,No,100,1.33,1,0.071,Restaurants status: Dine-in allowed with restrictions
Bourbon County  KY,Kentucky,Yes,71,0.17,-1,0.015,Restaurants status: Dine-in allowed without restrictions
Grant Parish  LA,Louisiana,Yes,63,-0.3,-1,0.019,Restaurants status: Dine-in allowed with restrictions
O'Brien County  IA,Iowa,No,102,-0.42,-1,0.167,Restaurants status: Dine-in allowed with restrictions
Addison County  VT,Vermont,Yes,38,-0.59,-1,0.007,Restaurants status: Dine-in allowed without restrictions
Assumption Parish  LA,Louisiana,Yes,64,1.8,-1,0.024,Restaurants status: Dine-in allowed with restrictions
Montgomery County  NC,North Carolina,Yes,52,-0.18,1,0.034,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county).
Wyandot County  OH,Ohio,Yes,64,-0.39,-1,0,Restaurants status: Dine-in allowed with restrictions
Bremer County  IA,Iowa,No,56,-0.12,1,0.049,Restaurants status: Dine-in allowed with restrictions
Barceloneta Municipio  PR,Puerto Rico,Yes,59,0.4,nan,0.543,
Pipestone County  MN,Minnesota,Yes,153,0.56,-1,0.097,Restaurants status: Dine-in allowed with restrictions
Chickasaw County  MS,Mississippi,No,82,13,-1,0.059,Restaurants status: Dine-in allowed with restrictions
Palo Pinto County  TX,Texas,No,48,0,1,0.074,Restaurants status: Dine-in allowed without restrictions
Parmer County  TX,Texas,No,146,-0.12,-1,0,Restaurants status: Dine-in allowed without restrictions
Allen Parish  LA,Louisiana,Yes,55,-0.3,-1,0.017,Restaurants status: Dine-in allowed with restrictions
Las Animas County  CO,Colorado,Yes,97,2.5,-1,0.012,Restaurants status: Dine-in allowed with restrictions
Crawford County  IA,Iowa,No,83,0.27,1,0.101,Restaurants status: Dine-in allowed with restrictions
Maunabo Municipio  PR,Puerto Rico,Yes,136,1.33,nan,0.278,
Alleghany County  NC,North Carolina,Yes,126,1,-1,0.056,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county).
Fremont County  ID,Idaho,No,107,0.17,-1,0.119,Restaurants status: Dine-in allowed with restrictions
Westmoreland County  VA,Virginia,Yes,78,-0.5,-1,0.098,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Ripley County  MO,Missouri,No,105,0.08,-1,0.259,Restaurants status: Indoor dining allowed with restrictions
Alger County  MI,Michigan,Yes,154,0.56,-1,0.007,Restaurants status: Dine-in allowed with restrictions
York County  NE,Nebraska,No,102,-0.66,-1,0.068,Restaurants status: Dine-in allowed without restrictions
Murray County  OK,Oklahoma,No,99,3.67,-1,0.054,Restaurants status: Dine-in allowed without restrictions
Seminole County  OK,Oklahoma,No,58,0,-1,0.052,Restaurants status: Dine-in allowed without restrictions
Taylor County  WI,Wisconsin,No,69,0.27,-1,0.048,Restaurants status: Dine-in allowed with restrictions
Ashland County  WI,Wisconsin,No,90,0.4,-1,0.067,Restaurants status: Dine-in allowed with restrictions
Washburn County  WI,Wisconsin,No,89,0.27,-1,0.077,Restaurants status: Dine-in allowed with restrictions
Rio Blanco County  CO,Colorado,Yes,221,-0.07,-1,0.054,Restaurants status: Dine-in allowed with restrictions
Carroll County  TN,Tennessee,No,50,0,-1,0.027,Restaurants status: Dine-in allowed with restrictions
Donley County  TX,Texas,No,427,1.33,-1,0.125,Restaurants status: Dine-in allowed without restrictions
King and Queen County  VA,Virginia,Yes,199,-0.07,-1,0.1,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Henry County  KY,Kentucky,Yes,87,1,-1,0.03,Restaurants status: Dine-in allowed without restrictions
Union County  TN,Tennessee,No,70,0.75,-1,0.04,Restaurants status: Dine-in allowed with restrictions
Jay County  IN,Indiana,No,69,1.33,-1,0.051,Restaurants status: Dine-in allowed with restrictions
Spencer County  KY,Kentucky,Yes,72,0.4,0,0.043,Restaurants status: Dine-in allowed without restrictions
Hart County  GA,Georgia,No,53,1,-1,0.167,Restaurants status: Dine-in allowed with restrictions
Coshocton County  OH,Ohio,Yes,38,-0.42,-1,0.097,Restaurants status: Dine-in allowed with restrictions
Mercer County  KY,Kentucky,Yes,64,-0.42,-0.5,0.028,Restaurants status: Dine-in allowed without restrictions
Breathitt County  KY,Kentucky,Yes,111,1,-1,0.043,Restaurants status: Dine-in allowed without restrictions
Fentress County  TN,Tennessee,No,76,0.75,-1,0.011,Restaurants status: Dine-in allowed with restrictions
St. Francis County  AR,Arkansas,No,56,-0.33,-1,0.015,Restaurants status: Dine-in allowed with restrictions
Jeff Davis County  GA,Georgia,No,93,0.17,-1,0.116,Restaurants status: Dine-in allowed with restrictions
Tillman County  OK,Oklahoma,No,179,0.62,-1,0.067,Restaurants status: Dine-in allowed without restrictions
Johnson County  MO,Missouri,No,24,-0.13,-1,0.038,Restaurants status: Indoor dining allowed with restrictions
Unallocated  AK,Alaska,No,nan,0.44,-1,0.021,Restaurants status: Dine-in allowed without restrictions
Boone County  NE,Nebraska,No,250,-0.38,-1,0.214,Restaurants status: Dine-in allowed without restrictions
Lauderdale County  TN,Tennessee,No,51,1.17,-1,0.021,Restaurants status: Dine-in allowed with restrictions
Henderson County  TN,Tennessee,No,46,-0.19,-1,0.13,Restaurants status: Dine-in allowed with restrictions
Inyo County  CA,California,Yes,72,1.6,-1,nan,"Restaurants status: Restrictions vary by county, with some allowing restricted dine-in and others outdoor only"
Le Flore County  OK,Oklahoma,No,26,-0.43,-1,0.019,Restaurants status: Dine-in allowed without restrictions
Brown County  IN,Indiana,No,86,0.86,-1,0.008,Restaurants status: Dine-in allowed with restrictions
Avery County  NC,North Carolina,Yes,74,-0.71,-1,0.068,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county).
Avoyelles Parish  LA,Louisiana,Yes,32,-0.28,-1,0.013,Restaurants status: Dine-in allowed with restrictions
Anson County  NC,North Carolina,Yes,53,-0.38,-1,0.033,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county).
Fulton County  IN,Indiana,No,65,-0.13,-1,0.045,Restaurants status: Dine-in allowed with restrictions
Rockcastle County  KY,Kentucky,Yes,78,0.3,1,0.036,Restaurants status: Dine-in allowed without restrictions
Bryan County  OK,Oklahoma,No,27,-0.32,10,0.025,Restaurants status: Dine-in allowed without restrictions
Adams County  MS,Mississippi,No,42,-0.32,-1,0.018,Restaurants status: Dine-in allowed with restrictions
Walker County  AL,Alabama,No,20,-0.66,-1,0.05,Restaurants status: Dine-in allowed with restrictions
Morgan County  GA,Georgia,No,67,-0.72,-1,0.048,Restaurants status: Dine-in allowed with restrictions
Washington County  MS,Mississippi,No,30,5.5,-1,0.083,Restaurants status: Dine-in allowed with restrictions
Roosevelt County  MT,Montana,No,118,3.33,-1,0.052,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Holmes County  OH,Ohio,Yes,30,1.17,-1,0.056,Restaurants status: Dine-in allowed with restrictions
Mills County  IA,Iowa,No,86,-0.28,-1,0.046,Restaurants status: Dine-in allowed with restrictions
Lawrence County  IL,Illinois,Yes,83,0,-1,0.001,Restaurants status: Dine-in allowed with restrictions
Simpson County  MS,Mississippi,No,49,-0.13,-1,0.143,Restaurants status: Dine-in allowed with restrictions
Swift County  MN,Minnesota,Yes,140,-0.58,-1,0.101,Restaurants status: Dine-in allowed with restrictions
Yadkin County  NC,North Carolina,Yes,35,-0.38,-1,0.045,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county).
Alleghany County  VA,Virginia,Yes,87,3.33,-1,0.063,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Moffat County  CO,Colorado,Yes,98,1.6,-1,0.013,Restaurants status: Dine-in allowed with restrictions
Greene County  IL,Illinois,Yes,100,3.33,-1,0.008,Restaurants status: Dine-in allowed with restrictions
Big Horn County  MT,Montana,No,98,-0.59,1,0.007,"Restaurants status: Dine-in allowed without restrictions, but some cities may enact their own restrictions."
Marion County  TN,Tennessee,No,45,-0.07,-1,0.035,Restaurants status: Dine-in allowed with restrictions
Burleson County  TX,Texas,No,70,-0.61,-0.5,0.105,Restaurants status: Dine-in allowed without restrictions
McPherson County  KS,Kansas,No,46,-0.28,0,0.038,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Sargent County  ND,North Dakota,No,334,5.5,-1,0,Restaurants status: Dine-in allowed with restrictions
Osage County  OK,Oklahoma,No,28,-0.68,14,0.031,Restaurants status: Dine-in allowed without restrictions
Taylor County  WV,West Virginia,Yes,78,-0.38,-1,0.048,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Chippewa County  MN,Minnesota,Yes,110,2.25,-1,0.049,Restaurants status: Dine-in allowed with restrictions
Siskiyou County  CA,California,Yes,30,-0.19,-1,nan,"Restaurants status: Restrictions vary by county, with some allowing restricted dine-in and others outdoor only"
Rockbridge County  VA,Virginia,Yes,58,0.18,-1,0.061,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Pecos County  TX,Texas,No,82,0.62,-1,0.004,Restaurants status: Dine-in allowed without restrictions
Kewaunee County  WI,Wisconsin,No,64,0.62,-1,0.052,Restaurants status: Dine-in allowed with restrictions
Miami County  KS,Kansas,No,38,3.33,-1,0.027,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Harvey County  KS,Kansas,No,38,-0.54,-1,0.059,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Owen County  IN,Indiana,No,63,0.62,-1,0.008,Restaurants status: Dine-in allowed with restrictions
Lewis County  KY,Kentucky,Yes,90,0.33,-1,0.027,Restaurants status: Dine-in allowed without restrictions
Floyd County  IA,Iowa,No,77,-0.08,-1,0.034,Restaurants status: Dine-in allowed with restrictions
Fannin County  TX,Texas,No,34,-0.43,-1,0.034,Restaurants status: Dine-in allowed without restrictions
Banks County  GA,Georgia,No,62,0.5,-1,0.051,Restaurants status: Dine-in allowed with restrictions
Atkinson County  GA,Georgia,No,147,-0.08,-1,0,Restaurants status: Dine-in allowed with restrictions
Crawford County  IL,Illinois,Yes,64,-0.43,-1,0.014,Restaurants status: Dine-in allowed with restrictions
Vernon County  WI,Wisconsin,No,39,0.2,-1,0.009,Restaurants status: Dine-in allowed with restrictions
Rusk County  TX,Texas,No,22,-0.52,-1,0.063,Restaurants status: Dine-in allowed without restrictions
Washington County  FL,Florida,No,47,-0.2,-1,0.036,Restaurants status: Dine-in allowed with restrictions
Douglas County  IL,Illinois,Yes,62,0.5,-1,0.018,Restaurants status: Dine-in allowed with restrictions
Grant County  MN,Minnesota,Yes,201,0.2,-1,0.082,Restaurants status: Dine-in allowed with restrictions
Hamlin County  SD,South Dakota,No,195,0.33,-1,0.196,Restaurants status: Dine-in allowed with restrictions
Lawrence County  MO,Missouri,No,31,0.2,-1,0.016,Restaurants status: Indoor dining allowed with restrictions
Trousdale County  TN,Tennessee,No,106,-0.45,-1,0.083,Restaurants status: Dine-in allowed with restrictions
Morgan County  OH,Ohio,Yes,83,5,-1,0,Restaurants status: Dine-in allowed with restrictions
Stone County  MO,Missouri,No,38,-0.08,-1,0.029,Restaurants status: Indoor dining allowed with restrictions
Hall County  TX,Texas,No,405,0.71,-1,0.25,Restaurants status: Dine-in allowed without restrictions
Leake County  MS,Mississippi,No,53,1,-1,0.062,Restaurants status: Dine-in allowed with restrictions
Grand Isle County  VT,Vermont,Yes,166,0.2,-1,0.048,Restaurants status: Dine-in allowed without restrictions
Salem city  VA,Virginia,Yes,47,-0.45,-1,0.052,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Caribou County  ID,Idaho,No,168,-0.29,-1,0.136,Restaurants status: Dine-in allowed with restrictions
Johnson County  AR,Arkansas,No,45,0.2,-1,0.012,Restaurants status: Dine-in allowed with restrictions
Itawamba County  MS,Mississippi,No,51,-0.08,-1,0.2,Restaurants status: Dine-in allowed with restrictions
Mahnomen County  MN,Minnesota,Yes,217,-0.4,-1,0.052,Restaurants status: Dine-in allowed with restrictions
Vernon Parish  LA,Louisiana,Yes,25,-0.52,-1,0.026,Restaurants status: Dine-in allowed with restrictions
Oldham County  TX,Texas,No,568,0,-1,0,Restaurants status: Dine-in allowed without restrictions
Monroe County  WV,West Virginia,Yes,90,-0.25,0,0.043,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Okmulgee County  OK,Oklahoma,No,31,0.2,-1,0.023,Restaurants status: Dine-in allowed without restrictions
Upshur County  TX,Texas,No,29,-0.29,0.5,0.026,Restaurants status: Dine-in allowed without restrictions
Garrett County  MD,Maryland,Yes,41,-0.08,-1,0.034,Restaurants status: Dine-in allowed with restrictions
Tyler County  TX,Texas,No,55,0,-1,0.057,Restaurants status: Dine-in allowed without restrictions
Bradford County  FL,Florida,No,43,0,-1,0.03,Restaurants status: Dine-in allowed with restrictions
Appomattox County  VA,Virginia,Yes,75,0.2,-1,0.051,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Montrose County  CO,Colorado,Yes,28,-0.4,-1,0.016,Restaurants status: Dine-in allowed with restrictions
Bladen County  NC,North Carolina,Yes,37,-0.56,-1,0.042,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county).
Hamilton County  NE,Nebraska,No,129,0.2,-1,0.188,Restaurants status: Dine-in allowed without restrictions
Cherokee County  KS,Kansas,No,60,0.33,-0.5,0.09,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Teton County  ID,Idaho,No,99,-0.5,-1,0.061,Restaurants status: Dine-in allowed with restrictions
Florida Municipio  PR,Puerto Rico,Yes,106,0.33,nan,0.27,
Johnson County  KY,Kentucky,Yes,54,-0.25,-1,0.022,Restaurants status: Dine-in allowed without restrictions
Adjuntas Municipio  PR,Puerto Rico,Yes,69,-0.14,nan,0.261,
Norman County  MN,Minnesota,Yes,188,2,-1,0.012,Restaurants status: Dine-in allowed with restrictions
Henry County  IA,Iowa,No,55,-0.39,-1,0.014,Restaurants status: Dine-in allowed with restrictions
Shelby County  IL,Illinois,Yes,51,0,0,0.034,Restaurants status: Dine-in allowed with restrictions
Nelson County  VA,Virginia,Yes,74,0.22,-1,0.044,Restaurants status: Dine-in allowed with restrictions (restrictions vary by county)
Orange County  IN,Indiana,No,56,0.22,-1,0.043,Restaurants status: Dine-in allowed with restrictions
Piatt County  IL,Illinois,Yes,67,0.1,-1,0.009,Restaurants status: Dine-in allowed with restrictions
Tuolumne County  CA,California,Yes,20,-0.45,-1,0.009,"Restaurants status: Restrictions vary by county, with some allowing restricted dine-in and others outdoor only"
Bates County  MO,Missouri,No,68,0.1,-1,0.072,Restaurants status: Indoor dining allowed with restrictions
